struct_name,precision,bits,memory_requirements,population_time,cardinality_time,cardinality,cardinality_squared_error
HyperLogLog,8,1,36,3381559,871,300,82586689641
HyperLogLog,8,2,68,3466543,560,1471,81915019264
HyperLogLog,8,3,108,3946471,611,23536,69771524449
HyperLogLog,8,4,132,3637609,599,314534,721191025
HyperLogLog,8,5,176,3675008,323,314990,745890721
HyperLogLog,8,6,212,3668951,501,314990,745890721
HyperLogLog,9,1,68,3258595,1517,601,82413778084
HyperLogLog,9,2,132,3533393,686,2948,81071742361
HyperLogLog,9,3,212,3816238,807,47171,57844098064
HyperLogLog,9,4,260,3461471,1130,309221,464057764
HyperLogLog,9,5,348,3669882,584,309323,468462736
HyperLogLog,9,6,416,3967217,1130,309323,468462736
HyperLogLog,10,1,132,3614877,1357,1204,82067925625
HyperLogLog,10,2,260,3628073,922,5902,79398277729
HyperLogLog,10,3,416,3894056,970,93438,37729566081
HyperLogLog,10,4,516,3526562,1073,293023,28558336
HyperLogLog,10,5,688,3820872,1026,293034,28676025
HyperLogLog,10,6,824,3951533,988,293034,28676025
HyperLogLog,11,1,260,3363517,1953,2408,81379543441
HyperLogLog,11,2,516,3442187,1338,11811,76103153424
HyperLogLog,11,3,824,3892706,2121,167913,14343894756
HyperLogLog,11,4,1028,3621462,1811,295653,63584676
HyperLogLog,11,5,1372,3763437,1647,295655,63616576
HyperLogLog,11,6,1644,3663870,1375,295655,63616576
HyperLogLog,12,1,516,3237888,3376,4815,80012042496
HyperLogLog,12,2,1028,3461254,2683,23629,69722402500
HyperLogLog,12,3,1644,3798099,2600,236857,2582875684
HyperLogLog,12,4,2052,3545777,2851,288647,937024
HyperLogLog,12,5,2736,3709523,2258,288648,938961
HyperLogLog,12,6,3284,3661020,2806,288648,938961
HyperLogLog,13,1,1028,3331338,5637,9636,77307909849
HyperLogLog,13,2,2052,3506986,4640,47253,57804661476
HyperLogLog,13,3,3284,3830518,4963,270127,308072704
HyperLogLog,13,4,4100,3623259,4653,286181,2244004
HyperLogLog,13,5,5468,3833457,4680,286182,2241009
HyperLogLog,13,6,6560,3873576,4745,286182,2241009
HyperLogLog,14,1,2052,3295525,11483,19269,72043928100
HyperLogLog,14,2,4100,3727146,8596,93356,37761428329
HyperLogLog,14,3,6560,3972806,10565,279751,62853184
HyperLogLog,14,4,8196,3993754,9759,284081,12945604
HyperLogLog,14,5,10928,4000241,9528,284081,12945604
HyperLogLog,14,6,13112,4165237,9337,284081,12945604
HyperLogLog,15,1,4100,3459854,27757,38531,62074725904
HyperLogLog,15,2,8196,4270471,18556,166033,14797749316
HyperLogLog,15,3,13112,4392087,18589,284800,8288641
HyperLogLog,15,4,16388,4132199,18956,285951,2985984
HyperLogLog,15,5,21852,4371233,18050,285951,2985984
HyperLogLog,15,6,26220,4688564,18894,285951,2985984
HyperLogLog,16,1,8196,3936815,42755,75579,44986410000
HyperLogLog,16,2,16388,4504795,36018,235015,2773496896
HyperLogLog,16,3,26220,5040070,37448,287676,9
HyperLogLog,16,4,32772,4719687,37892,287975,87616
HyperLogLog,16,5,43696,4993392,36242,287975,87616
HyperLogLog,16,6,52436,5035162,36967,287975,87616
HashSet,0,0,4718640,16039047,54,287679,0
HyperLogLog,4,1,8,63943985,498,18,14904379063161
HyperLogLog,4,2,8,60128587,317,86,14903854023601
HyperLogLog,4,3,12,59037313,323,1378,14893880029081
HyperLogLog,4,4,12,60584620,553,352845,12304604715264
HyperLogLog,4,5,16,62401127,382,2189782,2791756431025
HyperLogLog,4,6,20,58991041,302,2189782,2791756431025
HyperLogLog,5,1,8,53644170,779,36,14904240081201
HyperLogLog,5,2,12,55880568,406,178,14903143690681
HyperLogLog,5,3,20,62293306,1282,2854,14882489675089
HyperLogLog,5,4,20,56155807,369,730857,9795522848400
HyperLogLog,5,5,28,60713002,374,2567403,1672454178756
HyperLogLog,5,6,32,59618659,360,2569607,1666758460900
HyperLogLog,6,1,12,54808041,787,74,14903946676969
HyperLogLog,6,2,20,63841604,384,363,14901715355076
HyperLogLog,6,3,32,68951948,455,5808,14859706619241
HyperLogLog,6,4,36,63697608,966,1340286,6352169163201
HyperLogLog,6,5,48,68583859,385,2747694,1238642121249
HyperLogLog,6,6,56,63359744,427,2747694,1238642121249
HyperLogLog,7,1,20,53823446,807,149,14903367598144
HyperLogLog,7,2,36,56763349,430,732,14898866609025
HyperLogLog,7,3,56,60020542,833,11718,14814177468561
HyperLogLog,7,4,68,56878700,657,2355877,2264302657600
HyperLogLog,7,5,92,63188701,394,3488503,138483713956
HyperLogLog,7,6,108,61058232,376,3488503,138483713956
HyperLogLog,8,1,36,54307985,1740,300,14902201753569
HyperLogLog,8,2,68,56330564,510,1471,14893162215556
HyperLogLog,8,3,108,65745484,687,23536,14723344084201
HyperLogLog,8,4,132,61513668,1274,3254174,367797370369
HyperLogLog,8,5,176,59203801,474,3795994,4178717449
HyperLogLog,8,6,212,60434031,566,3795994,4178717449
HyperLogLog,9,1,68,54675814,855,601,14899877921296
HyperLogLog,9,2,132,56511580,968,2948,14881764420721
HyperLogLog,9,3,212,59043484,634,47171,14542522933156
HyperLogLog,9,4,260,56424308,626,3700113,25767954576
HyperLogLog,9,5,348,59281650,707,3876268,244328161
HyperLogLog,9,6,416,59699398,892,3876287,244922500
HyperLogLog,10,1,132,54419998,1301,1204,14895223081489
HyperLogLog,10,2,260,56150337,934,5902,14858981920225
HyperLogLog,10,3,416,61733324,1043,94442,14184224778025
HyperLogLog,10,4,516,59307390,1000,3619002,58387473225
HyperLogLog,10,5,688,62383966,885,3661549,39636031744
HyperLogLog,10,6,824,62349514,1057,3661549,39636031744
HyperLogLog,11,1,260,54997822,1841,2408,14885931016441
HyperLogLog,11,2,516,58207836,1563,11811,14813461578276
HyperLogLog,11,3,824,62112561,1524,188984,13481035752409
HyperLogLog,11,4,1028,63411545,1573,3743058,13824821241
HyperLogLog,11,5,1372,69702294,1574,3754678,11227309681
HyperLogLog,11,6,1644,63762436,1481,3754678,11227309681
HyperLogLog,12,1,516,56134670,4606,4815,14867363295684
HyperLogLog,12,2,1028,58902797,2707,23629,14722630392064
HyperLogLog,12,3,1644,64449683,3225,378069,12128279874624
HyperLogLog,12,4,2052,59272270,3329,3717816,20397838041
HyperLogLog,12,5,2736,63526395,2545,3720800,19554386569
HyperLogLog,12,6,3284,61882946,2663,3720800,19554386569
HyperLogLog,13,1,1028,54413356,5795,9636,14830208702001
HyperLogLog,13,2,2052,57402017,4956,47264,14541813637129
HyperLogLog,13,3,3284,59593781,5128,756145,9637870578064
HyperLogLog,13,4,4100,57427597,5051,3825171,1257837156
HyperLogLog,13,5,5468,63541796,5685,3825932,1204437025
HyperLogLog,13,6,6560,61514797,4921,3825932,1204437025
HyperLogLog,14,1,2052,55487085,11914,19269,14756108111424
HyperLogLog,14,2,4100,59301055,9448,94536,14183516742201
HyperLogLog,14,3,6560,63712780,10043,1472055,5705323970724
HyperLogLog,14,4,8196,61447526,9675,3824680,1292905849
HyperLogLog,14,5,10928,62175776,9305,3824860,1279993729
HyperLogLog,14,6,13112,61165229,9360,3824860,1279993729
HyperLogLog,15,1,4100,54491652,21321,38541,14608417833216
HyperLogLog,15,2,8196,62005441,20918,189078,13480345490481
HyperLogLog,15,3,13112,67691317,20781,2493873,1868043831696
HyperLogLog,15,4,16388,73991316,23271,3846344,204289849
HyperLogLog,15,5,21852,69740572,20628,3846391,202948516
HyperLogLog,15,6,26220,68192821,20759,3846391,202948516
HyperLogLog,16,1,8196,61413988,47214,77087,14315250602500
HyperLogLog,16,2,16388,64280866,39086,378162,12127632125625
HyperLogLog,16,3,26220,70739805,40517,3322599,289484889444
HyperLogLog,16,4,32772,66589885,42814,3858772,3478225
HyperLogLog,16,5,43696,73194797,40700,3858781,3444736
HyperLogLog,16,6,52436,70542734,42716,3858781,3444736
HashSet,0,0,75497520,535086585,70,3860637,0
HyperLogLog,4,1,8,122661870,511,18,38522913862489
HyperLogLog,4,2,8,114183412,339,86,38522069758225
HyperLogLog,4,3,12,131718083,386,1378,38506033534329
HyperLogLog,4,4,12,125363524,402,352845,34267630068736
HyperLogLog,4,5,16,136841136,402,5781026,181199205625
HyperLogLog,4,6,20,127550905,412,5735144,222366004249
HyperLogLog,5,1,8,114250969,598,36,38522690422225
HyperLogLog,5,2,12,115231108,372,178,38520927749529
HyperLogLog,5,3,20,142142965,439,2854,38487717599409
HyperLogLog,5,4,20,131969403,572,730857,29984867512336
HyperLogLog,5,5,28,128426255,951,7715444,2276305440049
HyperLogLog,5,6,32,128102219,1012,7735380,2336859485041
HyperLogLog,6,1,12,115404338,644,74,38522218717129
HyperLogLog,6,2,20,115823962,1115,363,38518631370244
HyperLogLog,6,3,32,160698232,447,5808,38451073997449
HyperLogLog,6,4,36,135735175,447,1486880,22276710272041
HyperLogLog,6,5,48,190306556,708,6096360,12175136281
HyperLogLog,6,6,56,162848348,557,6096360,12175136281
HyperLogLog,7,1,20,127785886,558,149,38521287728704
HyperLogLog,7,2,36,113717517,384,732,38514051228961
HyperLogLog,7,3,56,148052756,487,11718,38377814370289
HyperLogLog,7,4,68,151464171,397,2844503,11304375391204
HyperLogLog,7,5,92,111558611,406,6319493,12722035264
HyperLogLog,7,6,108,108902432,335,6319493,12722035264
HyperLogLog,8,1,36,91489826,607,300,38519413372801
HyperLogLog,8,2,68,124654852,515,1471,38504879352900
HyperLogLog,8,3,108,130908702,784,23536,38231529417225
HyperLogLog,8,4,132,134433117,460,4731529,2176132429584
HyperLogLog,8,5,176,108640589,412,6707795,251095196836
HyperLogLog,8,6,212,99137317,417,6707795,251095196836
HyperLogLog,9,1,68,88043162,717,601,38515677210000
HyperLogLog,9,2,132,147652856,1501,2948,38486551285009
HyperLogLog,9,3,212,119109815,612,47171,37939809820900
HyperLogLog,9,4,260,101071163,535,5899704,94247158009
HyperLogLog,9,5,348,102931564,882,6657440,203165646121
HyperLogLog,9,6,416,101175795,604,6657440,203165646121
HyperLogLog,10,1,132,89503580,1076,1204,38508193017009
HyperLogLog,10,2,260,96902881,767,5902,38449908238401
HyperLogLog,10,3,416,105999772,827,94442,37359710083081
HyperLogLog,10,4,516,94951073,805,5965685,58088712256
HyperLogLog,10,5,688,100356545,712,6159227,2253780676
HyperLogLog,10,6,824,102419545,869,6159233,2253211024
HyperLogLog,11,1,260,117648583,1999,2408,38493251629849
HyperLogLog,11,2,516,118416638,1293,11811,38376662112100
HyperLogLog,11,3,824,99585838,1202,188984,36212917892089
HyperLogLog,11,4,1028,90744329,1292,6098136,11786359225
HyperLogLog,11,5,1372,95240724,1159,6146331,3644536900
HyperLogLog,11,6,1644,103050423,1174,6146328,3644899129
HyperLogLog,12,1,516,90786676,2518,4815,38463389956996
HyperLogLog,12,2,1028,93517451,2158,23629,38230379357184
HyperLogLog,12,3,1644,105496478,2222,378069,33972950991424
HyperLogLog,12,4,2052,94546758,2353,6125472,6598150441
HyperLogLog,12,5,2736,106250246,2157,6139308,4541816449
HyperLogLog,12,6,3284,113098750,2324,6139308,4541816449
HyperLogLog,13,1,1028,89054310,4780,9636,38403614614225
HyperLogLog,13,2,2052,97703271,3894,47264,37938664156969
HyperLogLog,13,3,3284,100879834,4162,756238,29707546914369
HyperLogLog,13,4,4100,93018703,3718,6194015,160934596
HyperLogLog,13,5,5468,99443502,4309,6197275,88849476
HyperLogLog,13,6,6560,97980864,4419,6197275,88849476
HyperLogLog,14,1,2052,88266568,9030,19269,38284314754624
HyperLogLog,14,2,4100,92245492,8875,94536,37358560987225
HyperLogLog,14,3,6560,96304559,7525,1507332,22084068998161
HyperLogLog,14,4,8196,89852137,7798,6231685,624200256
HyperLogLog,14,5,10928,106938389,7685,6232534,667343889
HyperLogLog,14,6,13112,98481173,7788,6232534,667343889
HyperLogLog,15,1,4100,86835813,16986,38541,38046197785600
HyperLogLog,15,2,8196,99376924,15077,189078,36211786570129
HyperLogLog,15,3,13112,98910771,15521,2858956,11207396585025
HyperLogLog,15,4,16388,93521365,16096,6192493,201867264
HyperLogLog,15,5,21852,103549294,15106,6192695,196168036
HyperLogLog,15,6,26220,103300349,15677,6192695,196168036
HyperLogLog,16,1,8196,89914440,34489,77087,37572167788996
HyperLogLog,16,2,16388,94764483,29709,378162,33971866874521
HyperLogLog,16,3,26220,101977420,30103,4511381,2874109902400
HyperLogLog,16,4,32772,94835102,30580,6209335,6937956
HyperLogLog,16,5,43696,103474764,29089,6209389,7225344
HyperLogLog,16,6,52436,101378769,29457,6209389,7225344
HashSet,0,0,75497520,773354826,72,6206701,0
HyperLogLog,4,1,8,55751810,663,18,14268350358409
HyperLogLog,4,2,8,48511586,244,86,14267836643841
HyperLogLog,4,3,12,48526935,297,1378,14258077824169
HyperLogLog,4,4,12,45552926,337,352845,11727337230400
HyperLogLog,4,5,16,49733002,358,5313443,2359535622084
HyperLogLog,4,6,20,48162698,301,5313443,2359535622084
HyperLogLog,5,1,8,43488187,460,36,14268214374241
HyperLogLog,5,2,12,45255519,347,178,14267141632969
HyperLogLog,5,3,20,52400305,364,2854,14246933289121
HyperLogLog,5,4,20,44772158,325,730857,9281210994064
HyperLogLog,5,5,28,48890940,263,4264376,237179714121
HyperLogLog,5,6,32,48644007,294,4264376,237179714121
HyperLogLog,6,1,12,42113397,524,74,14267927298681
HyperLogLog,6,2,20,47503825,394,363,14265744108004
HyperLogLog,6,3,32,47451932,330,5808,14224642204249
HyperLogLog,6,4,36,44840450,388,1420304,5555736557721
HyperLogLog,6,5,48,48690870,272,3502164,75735590401
HyperLogLog,6,6,56,46971356,1612,3501660,76013247025
HyperLogLog,7,1,20,40785271,487,149,14267360710656
HyperLogLog,7,2,36,43021229,298,732,14262956816689
HyperLogLog,7,3,56,45838000,258,11718,14180097328609
HyperLogLog,7,4,68,43722797,286,2445910,1772772417025
HyperLogLog,7,5,92,48891814,321,3575805,40626433600
HyperLogLog,7,6,108,46913397,316,3575805,40626433600
HyperLogLog,8,1,36,40832600,554,300,14266220014225
HyperLogLog,8,2,68,43398250,393,1471,14257375499236
HyperLogLog,8,3,108,47240575,407,23536,14091232161241
HyperLogLog,8,4,132,43197116,640,3233707,295564020964
HyperLogLog,8,5,176,45563522,340,3643022,18048041649
HyperLogLog,8,6,212,46150409,342,3643022,18048041649
HyperLogLog,9,1,68,50086364,699,601,14263946311696
HyperLogLog,9,2,132,44963673,558,2948,14246223689889
HyperLogLog,9,3,212,48319617,626,47171,13914347277636
HyperLogLog,9,4,260,46736141,941,3515002,68834343769
HyperLogLog,9,5,348,49523182,583,3658176,14206017721
HyperLogLog,9,6,416,49495065,583,3658176,14206017721
HyperLogLog,10,1,132,42991053,1058,1204,14259391897921
HyperLogLog,10,2,260,46691469,808,5902,14223933160369
HyperLogLog,10,3,416,48096651,762,94442,13563921823929
HyperLogLog,10,4,516,45807335,695,3605299,29606708356
HyperLogLog,10,5,688,47342471,699,3643878,17818779169
HyperLogLog,10,6,824,46967562,978,3643878,17818779169
HyperLogLog,11,1,260,42073432,1452,2408,14250300351849
HyperLogLog,11,2,516,44147915,1321,11811,14179396926916
HyperLogLog,11,3,824,46939528,1281,188984,12876478201161
HyperLogLog,11,4,1028,55852823,1252,3704019,5379635716
HyperLogLog,11,5,1372,49367727,1295,3715099,3877054756
HyperLogLog,11,6,1644,49211059,1225,3715099,3877054756
HyperLogLog,12,1,516,42628737,2446,4815,14232133502500
HyperLogLog,12,2,1028,45879841,2111,23629,14090533957696
HyperLogLog,12,3,1644,49099734,2163,378069,11555213295616
HyperLogLog,12,4,2052,46275368,2220,3761523,250968964
HyperLogLog,12,5,2736,49746338,2053,3764573,163635264
HyperLogLog,12,6,3284,51736323,2853,3764573,163635264
HyperLogLog,13,1,1028,49908800,4788,9636,14195781817441
HyperLogLog,13,2,2052,46745045,4064,47264,13913653470201
HyperLogLog,13,3,3284,49255237,4154,755592,9131112063529
HyperLogLog,13,4,4100,46000031,4172,3781817,19820304
HyperLogLog,13,5,5468,50107844,4704,3782516,26532801
HyperLogLog,13,6,6560,53008787,4614,3782516,26532801
HyperLogLog,14,1,2052,47650760,8921,19269,14123285545216
HyperLogLog,14,2,4100,45927915,7621,94536,13563229443241
HyperLogLog,14,3,6560,47896068,7880,1472405,5312840601600
HyperLogLog,14,4,8196,46980563,8420,3805554,794619721
HyperLogLog,14,5,10928,50889265,7641,3805735,804856900
HyperLogLog,14,6,13112,48862036,7756,3805735,804856900
HyperLogLog,15,1,4100,44122688,17652,38541,13978804902976
HyperLogLog,15,2,8196,51214567,15080,189078,12875803594369
HyperLogLog,15,3,13112,50978049,16024,2487365,1664100000000
HyperLogLog,15,4,16388,46296663,15774,3806890,871725625
HyperLogLog,15,5,21852,50281662,15541,3806940,874680625
HyperLogLog,15,6,26220,47929250,14869,3806940,874680625
HyperLogLog,16,1,8196,42304346,33894,77087,13692057277284
HyperLogLog,16,2,16388,44494212,28377,378162,11554581035209
HyperLogLog,16,3,26220,64671742,29268,3271611,255787108516
HyperLogLog,16,4,32772,50967389,32110,3779102,3017169
HyperLogLog,16,5,43696,53653091,30582,3779114,3059001
HyperLogLog,16,6,52436,53472330,30205,3779114,3059001
HashSet,0,0,75497520,337552118,55,3777365,0
HyperLogLog,4,1,8,13342383,431,18,1320692817796
HyperLogLog,4,2,8,13565504,256,86,1320536529316
HyperLogLog,4,3,12,12855476,329,1378,1317568805316
HyperLogLog,4,4,12,11113651,169,352845,634232253769
HyperLogLog,4,5,16,13941630,622,840265,95460607089
HyperLogLog,4,6,20,12298202,274,840265,95460607089
HyperLogLog,5,1,8,10649713,389,36,1320651446416
HyperLogLog,5,2,12,11288592,293,178,1320325094916
HyperLogLog,5,3,20,12551350,282,2854,1314182518884
HyperLogLog,5,4,20,11216189,171,632093,267432745321
HyperLogLog,5,5,28,12889695,171,1034413,13183402761
HyperLogLog,5,6,32,11981824,174,1034770,13101549444
HyperLogLog,6,1,12,10810569,467,74,1320564108964
HyperLogLog,6,2,20,11360957,315,363,1319899979161
HyperLogLog,6,3,32,12140004,279,5808,1307418443776
HyperLogLog,6,4,36,12184618,335,857300,85224292624
HyperLogLog,6,5,48,21144951,332,1065103,7077688641
HyperLogLog,6,6,56,12478310,384,1065103,7077688641
HyperLogLog,7,1,20,10957367,580,149,1320391740889
HyperLogLog,7,2,36,11454896,505,732,1319052250000
HyperLogLog,7,3,56,12230054,255,11718,1293938100196
HyperLogLog,7,4,68,13512886,373,1010547,19233529225
HyperLogLog,7,5,92,13403157,353,1082570,4443822244
HyperLogLog,7,6,108,12492025,328,1082570,4443822244
HyperLogLog,8,1,36,11271414,565,300,1320044740624
HyperLogLog,8,2,68,11516864,403,1471,1317355313121
HyperLogLog,8,3,108,12834910,410,23536,1267191484416
HyperLogLog,8,4,132,11640822,345,1177464,797045824
HyperLogLog,8,5,176,12331019,626,1202294,2815575844
HyperLogLog,8,6,212,12434306,406,1202302,2816424900
HyperLogLog,9,1,68,11135046,704,601,1319353174161
HyperLogLog,9,2,132,11521085,513,2948,1313967008656
HyperLogLog,9,3,212,12094193,520,47171,1214538447721
HyperLogLog,9,4,260,11554936,582,1216864,4574087424
HyperLogLog,9,5,348,15915424,561,1223872,5571129600
HyperLogLog,9,6,416,15775199,625,1223872,5571129600
HyperLogLog,10,1,132,14013828,1298,1204,1317968288784
HyperLogLog,10,2,260,14881135,881,5902,1307203488900
HyperLogLog,10,3,416,15600594,1211,94442,1112581944100
HyperLogLog,10,4,516,14121069,821,1125498,563302756
HyperLogLog,10,5,688,15193856,803,1126666,509224356
HyperLogLog,10,6,824,13127388,837,1126666,509224356
HyperLogLog,11,1,260,11262150,1623,2408,1315205286976
HyperLogLog,11,2,516,12027136,1220,11811,1293726531241
HyperLogLog,11,3,824,12872044,1461,188984,922076221504
HyperLogLog,11,4,1028,12118536,1281,1119070,909746244
HyperLogLog,11,5,1372,13054956,1359,1119331,894069801
HyperLogLog,11,6,1644,12877318,1246,1119331,894069801
HyperLogLog,12,1,516,18328637,3898,4815,1309690269889
HyperLogLog,12,2,1028,11901018,2217,23629,1266982113609
HyperLogLog,12,3,1644,12841580,2243,373329,602025465409
HyperLogLog,12,4,2052,11988754,2546,1130380,355397904
HyperLogLog,12,5,2736,12804982,2208,1130443,353026521
HyperLogLog,12,6,3284,12803335,2278,1130443,353026521
HyperLogLog,13,1,1028,11283021,4787,9636,1298679043216
HyperLogLog,13,2,2052,12004742,3958,47264,1214333473024
HyperLogLog,13,3,3284,12694087,4477,664782,234691802500
HyperLogLog,13,4,4100,12103939,4111,1154395,26656569
HyperLogLog,13,5,5468,12701318,4040,1154413,26842761
HyperLogLog,13,6,6560,12734381,4070,1154413,26842761
HyperLogLog,14,1,2052,11168613,9085,19269,1276816381369
HyperLogLog,14,2,4100,12001732,7684,94536,1112383652416
HyperLogLog,14,3,6560,13060049,8166,939425,44018977249
HyperLogLog,14,4,8196,12509007,17108,1149554,103684
HyperLogLog,14,5,10928,13390520,7460,1149559,106929
HyperLogLog,14,6,13112,12884929,7607,1149559,106929
HyperLogLog,15,1,4100,11234671,16976,38541,1233634497481
HyperLogLog,15,2,8196,12031588,14547,189049,921951393489
HyperLogLog,15,3,13112,12993768,15229,1077375,5163428449
HyperLogLog,15,4,16388,16752742,35893,1143884,28601104
HyperLogLog,15,5,21852,15810720,14786,1143885,28590409
HyperLogLog,15,6,26220,13238985,15284,1143885,28590409
HyperLogLog,16,1,8196,11599130,34487,77087,1149494901025
HyperLogLog,16,2,16388,12620828,29910,373180,602256706704
